# ID	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Sec/SPII)	PILIN(Sec/SPIII)	CS Position
prot_13504	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13505	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13506	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13507	OTHER	1.000025	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13508	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13509	SP	0.000279	0.998971	0.000239	0.000200	0.000155	0.000155	CS pos: 26-27. Pr: 0.9765
prot_1351	SP	0.005305	0.544535	0.449968	0.000071	0.000061	0.000061	CS pos: 37-38. Pr: 0.4878
prot_13510	SP	0.001825	0.995986	0.000770	0.000498	0.000412	0.000503	CS pos: 48-49. Pr: 0.8959
prot_13511	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13512	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13513	OTHER	0.999974	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13514	SP	0.000203	0.999175	0.000168	0.000172	0.000137	0.000140	CS pos: 26-27. Pr: 0.9781
prot_13515	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13516	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13517	SP	0.261664	0.736448	0.000523	0.000509	0.000438	0.000413	CS pos: 32-33. Pr: 0.3628
prot_13518	OTHER	1.000045	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13519	LIPO	0.000000	0.000000	1.000005	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9978
prot_1352	SP	0.014366	0.983430	0.000742	0.000561	0.000451	0.000424	CS pos: 23-24. Pr: 0.9702
prot_13520	OTHER	0.999964	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13521	SP	0.000308	0.998794	0.000265	0.000245	0.000188	0.000181	CS pos: 33-34. Pr: 0.9527
prot_13522	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13523	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13524	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13525	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13526	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13527	OTHER	1.000025	0.000005	0.000000	0.000000	0.000000	0.000000	
prot_13528	SP	0.000205	0.832482	0.000182	0.166855	0.000144	0.000143	CS pos: 31-32. Pr: 0.8031
prot_13529	OTHER	0.999987	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1353	OTHER	0.999947	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_13530	OTHER	1.000018	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13531	OTHER	1.000006	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13532	OTHER	0.996494	0.003514	0.000002	0.000002	0.000001	0.000001	
prot_13533	SP	0.000329	0.998787	0.000265	0.000247	0.000199	0.000186	CS pos: 36-37. Pr: 0.9620
prot_13534	OTHER	0.999936	0.000012	0.000000	0.000000	0.000000	0.000000	
prot_13535	SP	0.000198	0.999160	0.000162	0.000188	0.000144	0.000150	CS pos: 34-35. Pr: 0.9781
prot_13536	OTHER	1.000041	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13537	SP	0.000200	0.999193	0.000171	0.000161	0.000141	0.000131	CS pos: 24-25. Pr: 0.9778
prot_13538	OTHER	0.986400	0.013555	0.000005	0.000004	0.000004	0.000004	
prot_13539	LIPO	0.000001	0.000010	0.999978	0.000000	0.000000	0.000000	CS pos: 29-30. Pr: 0.9942
prot_1354	OTHER	1.000028	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13540	SP	0.000295	0.998921	0.000242	0.000215	0.000178	0.000160	CS pos: 27-28. Pr: 0.9714
prot_13541	SP	0.000310	0.999001	0.000213	0.000184	0.000155	0.000151	CS pos: 38-39. Pr: 0.8006
prot_13542	LIPO	0.000000	0.000000	1.000018	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9952
prot_13543	SP	0.009897	0.988516	0.000458	0.000477	0.000364	0.000286	CS pos: 49-50. Pr: 0.9040
prot_13544	LIPO	0.000101	0.006173	0.993720	0.000009	0.000000	0.000000	CS pos: 33-34. Pr: 0.9941
prot_13545	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13546	SP	0.000257	0.999015	0.000208	0.000207	0.000165	0.000154	CS pos: 37-38. Pr: 0.9720
prot_13547	SP	0.164872	0.833813	0.000445	0.000401	0.000236	0.000216	CS pos: 58-59. Pr: 0.6461
prot_13548	OTHER	0.999977	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13549	OTHER	0.999990	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1355	OTHER	0.999974	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13550	OTHER	0.999956	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13551	OTHER	0.999990	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13552	SP	0.000214	0.999147	0.000164	0.000182	0.000142	0.000146	CS pos: 41-42. Pr: 0.9734
prot_13553	OTHER	1.000017	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13554	LIPO	0.000040	0.166810	0.833084	0.000016	0.000013	0.000014	CS pos: 28-29. Pr: 0.8309
prot_13555	LIPO	0.000000	0.000000	1.000017	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9948
prot_13556	OTHER	1.000062	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13557	OTHER	1.000022	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13558	OTHER	0.999989	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13559	OTHER	0.999998	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1356	LIPO	0.058624	0.128238	0.810881	0.002195	0.000062	0.000005	CS pos: 46-47. Pr: 0.8409
prot_13560	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13561	SP	0.007049	0.991449	0.000426	0.000442	0.000328	0.000303	CS pos: 61-62. Pr: 0.8125
prot_13562	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13563	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13564	SP	0.000281	0.998976	0.000216	0.000204	0.000153	0.000161	CS pos: 33-34. Pr: 0.9709
prot_13565	OTHER	0.999964	0.000007	0.000000	0.000000	0.000000	0.000000	
prot_13566	OTHER	1.000028	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13567	OTHER	0.999961	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13568	LIPO	0.000000	0.000000	1.000030	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9912
prot_13569	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1357	SP	0.000323	0.998773	0.000239	0.000272	0.000202	0.000178	CS pos: 38-39. Pr: 0.9630
prot_13570	LIPO	0.000000	0.000000	1.000023	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9964
prot_13571	OTHER	0.999998	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13572	LIPO	0.071304	0.084852	0.843180	0.000639	0.000022	0.000002	CS pos: 42-43. Pr: 0.9972
prot_13573	OTHER	0.999987	0.000026	0.000000	0.000000	0.000000	0.000000	
prot_13574	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13575	SP	0.000203	0.999151	0.000177	0.000177	0.000145	0.000149	CS pos: 26-27. Pr: 0.9770
prot_13576	OTHER	1.000022	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13577	LIPO	0.000000	0.000000	1.000027	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9976
prot_13578	OTHER	1.000014	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13579	LIPO	0.006751	0.061343	0.929707	0.001940	0.000185	0.000061	CS pos: 34-35. Pr: 0.9966
prot_1358	OTHER	0.999971	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13580	SP	0.000240	0.999072	0.000202	0.000202	0.000158	0.000150	CS pos: 31-32. Pr: 0.9696
prot_13581	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13582	OTHER	0.999987	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13583	OTHER	0.999988	0.000005	0.000001	0.000000	0.000000	0.000000	
prot_13584	OTHER	0.999976	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13585	OTHER	1.000006	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13586	OTHER	0.999993	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13587	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13588	LIPO	0.000001	0.000016	0.999974	0.000000	0.000000	0.000000	CS pos: 30-31. Pr: 0.9963
prot_13589	OTHER	1.000006	0.000002	0.000000	0.000000	0.000000	0.000000	
prot_1359	SP	0.000249	0.999055	0.000208	0.000190	0.000160	0.000149	CS pos: 21-22. Pr: 0.9745
prot_13590	TATLIPO	0.000000	0.000000	0.000000	0.166121	0.833913	0.000000	CS pos: 25-26. Pr: 0.6953
prot_13591	OTHER	1.000019	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13592	OTHER	0.999990	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13593	OTHER	0.999972	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13594	OTHER	1.000016	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13595	OTHER	1.000028	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13596	LIPO	0.000000	0.000000	1.000017	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9959
prot_13597	SP	0.000565	0.998657	0.000221	0.000220	0.000173	0.000172	CS pos: 46-47. Pr: 0.9660
prot_13598	LIPO	0.000000	0.000003	1.000008	0.000001	0.000000	0.000000	CS pos: 26-27. Pr: 0.9962
prot_13599	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_136	LIPO	0.000000	0.000002	1.000013	0.000000	0.000000	0.000000	CS pos: 27-28. Pr: 0.9887
prot_1360	SP	0.000263	0.999113	0.000181	0.000182	0.000148	0.000137	CS pos: 26-27. Pr: 0.9805
prot_13600	OTHER	1.000010	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13601	LIPO	0.000674	0.003627	0.995611	0.000083	0.000013	0.000006	CS pos: 29-30. Pr: 0.9975
prot_13602	OTHER	1.000023	0.000006	0.000000	0.000000	0.000000	0.000000	
prot_13603	OTHER	0.999968	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13604	OTHER	1.000012	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13605	OTHER	0.999995	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_13606	SP	0.000537	0.998427	0.000339	0.000282	0.000224	0.000206	CS pos: 30-31. Pr: 0.9460
prot_13607	OTHER	0.999983	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13608	OTHER	1.000016	0.000008	0.000000	0.000000	0.000000	0.000000	
prot_13609	OTHER	0.998701	0.001286	0.000001	0.000000	0.000001	0.000000	
prot_1361	SP	0.168687	0.830575	0.000252	0.000181	0.000159	0.000142	CS pos: 49-50. Pr: 0.8149
prot_13610	OTHER	1.000026	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13611	LIPO	0.000000	0.000000	1.000036	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9970
prot_13612	SP	0.009102	0.990121	0.000232	0.000208	0.000185	0.000173	CS pos: 39-40. Pr: 0.9198
prot_13613	LIPO	0.008421	0.035559	0.954176	0.001591	0.000118	0.000125	CS pos: 36-37. Pr: 0.9954
prot_13614	OTHER	0.604065	0.059913	0.336015	0.000000	0.000000	0.000000	
prot_13615	OTHER	1.000051	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13616	SP	0.000187	0.999238	0.000162	0.000164	0.000131	0.000135	CS pos: 29-30. Pr: 0.9779
prot_13617	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13618	LIPO	0.000000	0.000000	1.000018	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9970
prot_13619	SP	0.000207	0.999140	0.000191	0.000174	0.000147	0.000143	CS pos: 27-28. Pr: 0.9749
prot_1362	SP	0.000251	0.832364	0.166948	0.000153	0.000148	0.000133	CS pos: 26-27. Pr: 0.7790
prot_13620	SP	0.000188	0.999230	0.000157	0.000171	0.000137	0.000132	CS pos: 29-30. Pr: 0.9765
prot_13621	SP	0.000219	0.999172	0.000170	0.000173	0.000137	0.000135	CS pos: 33-34. Pr: 0.9595
prot_13622	OTHER	0.999996	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13623	LIPO	0.124612	0.033288	0.842088	0.000001	0.000000	0.000000	CS pos: 50-51. Pr: 0.7148
prot_13624	OTHER	1.000044	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13625	SP	0.000921	0.997432	0.000591	0.000419	0.000332	0.000301	CS pos: 56-57. Pr: 0.6580
prot_13626	SP	0.000213	0.999089	0.000193	0.000180	0.000152	0.000154	CS pos: 32-33. Pr: 0.9742
prot_13627	OTHER	1.000016	0.000003	0.000000	0.000000	0.000000	0.000000	
prot_13628	SP	0.000265	0.999031	0.000222	0.000195	0.000153	0.000154	CS pos: 34-35. Pr: 0.9748
prot_13629	LIPO	0.000126	0.499500	0.500142	0.000086	0.000085	0.000081	CS pos: 16-17. Pr: 0.4896
prot_1363	OTHER	0.999946	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_13630	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13631	OTHER	0.999989	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13632	LIPO	0.000000	0.000001	1.000023	0.000000	0.000000	0.000000	CS pos: 26-27. Pr: 0.9978
prot_13633	TAT	0.000000	0.000000	0.000000	0.999997	0.000000	0.000000	CS pos: 33-34. Pr: 0.9261
prot_13634	OTHER	1.000028	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13635	OTHER	0.999993	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13636	OTHER	0.999994	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13637	LIPO	0.021459	0.075221	0.903044	0.000235	0.000037	0.000011	CS pos: 40-41. Pr: 0.9963
prot_13638	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13639	LIPO	0.000053	0.499792	0.500027	0.000035	0.000029	0.000031	CS pos: 23-24. Pr: 0.4855
prot_1364	OTHER	0.999984	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13640	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13641	OTHER	0.996313	0.003631	0.000021	0.000012	0.000017	0.000010	
prot_13642	OTHER	0.999996	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13643	OTHER	1.000039	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13644	SP	0.000216	0.999088	0.000203	0.000194	0.000157	0.000152	CS pos: 20-21. Pr: 0.9740
prot_13645	SP	0.000305	0.998934	0.000228	0.000217	0.000175	0.000156	CS pos: 23-24. Pr: 0.9794
prot_13646	SP	0.000316	0.998878	0.000237	0.000222	0.000185	0.000175	CS pos: 27-28. Pr: 0.9774
prot_13647	LIPO	0.000000	0.000000	1.000016	0.000000	0.000000	0.000000	CS pos: 25-26. Pr: 0.9973
prot_13648	LIPO	0.053568	0.070847	0.875397	0.000029	0.000162	0.000001	CS pos: 46-47. Pr: 0.9932
prot_13649	OTHER	1.000025	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1365	LIPO	0.000098	0.499616	0.500081	0.000070	0.000069	0.000065	CS pos: 21-22. Pr: 0.4889
prot_13650	SP	0.000253	0.998979	0.000198	0.000214	0.000167	0.000163	CS pos: 41-42. Pr: 0.9715
prot_13651	OTHER	1.000011	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13652	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13653	OTHER	1.000035	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13654	SP	0.467203	0.531209	0.001167	0.000184	0.000123	0.000107	CS pos: 63-64. Pr: 0.4913
prot_13655	LIPO	0.000003	0.000083	0.999894	0.000001	0.000000	0.000000	CS pos: 24-25. Pr: 0.9968
prot_13656	SP	0.000236	0.998951	0.000211	0.000218	0.000184	0.000184	CS pos: 33-34. Pr: 0.9598
prot_13658	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13659	OTHER	0.999971	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1366	OTHER	1.000016	0.000003	0.000000	0.000000	0.000000	0.000000	
prot_13660	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13661	LIPO	0.001748	0.002115	0.993536	0.002265	0.000225	0.000101	CS pos: 33-34. Pr: 0.9969
prot_13662	OTHER	0.999998	0.000006	0.000000	0.000000	0.000000	0.000000	
prot_13663	OTHER	0.999963	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13664	SP	0.000481	0.998252	0.000417	0.000355	0.000273	0.000239	CS pos: 33-34. Pr: 0.9418
prot_13665	SP	0.000207	0.999124	0.000194	0.000186	0.000150	0.000145	CS pos: 35-36. Pr: 0.9742
prot_13666	OTHER	0.999996	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13667	SP	0.000196	0.999240	0.000164	0.000169	0.000131	0.000131	CS pos: 32-33. Pr: 0.9740
prot_13668	OTHER	1.000017	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13669	OTHER	0.999973	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1367	OTHER	0.999954	0.000002	0.000000	0.000000	0.000000	0.000000	
prot_13670	SP	0.243524	0.755286	0.000348	0.000313	0.000292	0.000244	CS pos: 33-34. Pr: 0.4846
prot_13671	LIPO	0.027755	0.059567	0.911133	0.001433	0.000091	0.000016	CS pos: 38-39. Pr: 0.9973
prot_13672	LIPO	0.000000	0.000000	1.000040	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9974
prot_13673	OTHER	0.999972	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13674	SP	0.000242	0.999031	0.000216	0.000193	0.000159	0.000153	CS pos: 29-30. Pr: 0.9618
prot_13675	SP	0.000845	0.997689	0.000512	0.000396	0.000309	0.000269	CS pos: 29-30. Pr: 0.9713
prot_13676	TAT	0.000004	0.000001	0.000000	0.892326	0.107677	0.000000	CS pos: 49-50. Pr: 0.8212
prot_13677	OTHER	0.999957	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13678	OTHER	0.999991	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13679	LIPO	0.000000	0.000000	0.999998	0.000000	0.000000	0.000000	CS pos: 23-24. Pr: 0.9973
prot_1368	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13680	OTHER	1.000030	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13681	OTHER	1.000038	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13682	OTHER	0.999990	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13683	LIPO	0.000001	0.000004	1.000005	0.000000	0.000000	0.000000	CS pos: 24-25. Pr: 0.9934
prot_13684	OTHER	1.000010	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13685	OTHER	1.000027	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13686	OTHER	0.999960	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13687	SP	0.004743	0.994500	0.000232	0.000190	0.000160	0.000158	CS pos: 41-42. Pr: 0.9007
prot_13688	LIPO	0.000134	0.499508	0.500109	0.000085	0.000084	0.000077	CS pos: 22-23. Pr: 0.4952
prot_13689	OTHER	0.999987	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1369	SP	0.000431	0.998681	0.000283	0.000250	0.000197	0.000190	CS pos: 35-36. Pr: 0.9721
prot_13690	SP	0.000163	0.999294	0.000152	0.000151	0.000129	0.000124	CS pos: 21-22. Pr: 0.9813
prot_13691	OTHER	0.999990	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13692	OTHER	0.999985	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13693	OTHER	1.000002	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_13694	OTHER	0.999989	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13695	OTHER	0.999989	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_13696	OTHER	1.000037	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13697	OTHER	0.999982	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13698	OTHER	1.000010	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13699	LIPO	0.000000	0.000001	0.999995	0.000000	0.000000	0.000000	CS pos: 27-28. Pr: 0.9941
prot_137	OTHER	1.000041	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1370	OTHER	1.000010	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13700	LIPO	0.000000	0.000000	1.000041	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9979
prot_13701	OTHER	1.000026	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13702	SP	0.000449	0.998225	0.000404	0.000340	0.000281	0.000301	CS pos: 36-37. Pr: 0.9674
prot_13703	SP	0.158691	0.840738	0.000185	0.000149	0.000125	0.000119	CS pos: 40-41. Pr: 0.8134
prot_13704	OTHER	1.000012	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13705	SP	0.027737	0.971605	0.000178	0.000183	0.000152	0.000152	CS pos: 41-42. Pr: 0.9423
prot_13706	LIPO	0.000000	0.000000	0.999997	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9847
prot_13707	SP	0.000516	0.998325	0.000460	0.000282	0.000234	0.000213	CS pos: 38-39. Pr: 0.9696
prot_13708	SP	0.000307	0.998988	0.000219	0.000188	0.000152	0.000149	CS pos: 19-20. Pr: 0.9732
prot_13709	OTHER	1.000031	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1371	SP	0.000203	0.999155	0.000179	0.000174	0.000147	0.000142	CS pos: 31-32. Pr: 0.9754
prot_13710	SP	0.000286	0.998834	0.000241	0.000250	0.000193	0.000189	CS pos: 30-31. Pr: 0.8302
prot_13711	LIPO	0.000000	0.000001	1.000005	0.000000	0.000000	0.000000	CS pos: 23-24. Pr: 0.9977
prot_13712	SP	0.000229	0.999057	0.000195	0.000212	0.000161	0.000152	CS pos: 40-41. Pr: 0.9673
prot_13713	OTHER	0.999984	0.000005	0.000010	0.000000	0.000000	0.000000	
prot_13714	OTHER	0.999807	0.000193	0.000000	0.000000	0.000000	0.000000	
prot_13715	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13716	OTHER	0.999996	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13717	LIPO	0.020915	0.038818	0.940190	0.000047	0.000016	0.000005	CS pos: 34-35. Pr: 0.9958
prot_13718	LIPO	0.000052	0.499823	0.500067	0.000038	0.000032	0.000033	CS pos: 22-23. Pr: 0.4968
prot_13719	OTHER	1.000015	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1372	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13720	OTHER	0.999985	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13721	OTHER	0.999949	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13722	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13723	SP	0.010153	0.982984	0.006078	0.000300	0.000248	0.000248	CS pos: 35-36. Pr: 0.9412
prot_13724	LIPO	0.099123	0.098405	0.802414	0.000039	0.000018	0.000002	CS pos: 46-47. Pr: 0.9633
prot_13725	LIPO	0.000000	0.000000	1.000014	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9905
prot_13726	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13727	OTHER	0.926041	0.073828	0.000030	0.000032	0.000040	0.000026	
prot_13728	SP	0.138703	0.860709	0.000174	0.000154	0.000123	0.000124	CS pos: 49-50. Pr: 0.8018
prot_13729	SP	0.146231	0.852990	0.000228	0.000209	0.000176	0.000159	CS pos: 53-54. Pr: 0.7131
prot_1373	LIPO	0.000073	0.166424	0.833365	0.000041	0.000043	0.000041	CS pos: 26-27. Pr: 0.8303
prot_13730	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13731	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13732	SP	0.002051	0.830640	0.166849	0.000181	0.000147	0.000139	CS pos: 44-45. Pr: 0.8076
prot_13733	LIPO	0.000000	0.000000	1.000038	0.000000	0.000000	0.000000	CS pos: 25-26. Pr: 0.9964
prot_13734	SP	0.000185	0.665946	0.333464	0.000153	0.000115	0.000120	CS pos: 28-29. Pr: 0.6528
prot_13735	OTHER	0.999978	0.000006	0.000000	0.000000	0.000000	0.000000	
prot_13736	SP	0.000165	0.832702	0.166809	0.000114	0.000101	0.000102	CS pos: 22-23. Pr: 0.8148
prot_13737	OTHER	1.000044	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13738	LIPO	0.000020	0.000148	0.999830	0.000004	0.000002	0.000001	CS pos: 30-31. Pr: 0.9969
prot_13739	SP	0.004237	0.987855	0.005965	0.000834	0.000539	0.000569	CS pos: 33-34. Pr: 0.9703
prot_1374	SP	0.000111	0.666228	0.333451	0.000081	0.000076	0.000075	CS pos: 23-24. Pr: 0.6517
prot_13740	OTHER	1.000033	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13741	OTHER	0.999982	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13742	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13743	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13744	OTHER	1.000029	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_13745	LIPO	0.000000	0.000000	1.000012	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9960
prot_13746	SP	0.000297	0.998787	0.000266	0.000239	0.000191	0.000187	CS pos: 27-28. Pr: 0.9715
prot_13747	SP	0.000227	0.999110	0.000191	0.000184	0.000143	0.000140	CS pos: 23-24. Pr: 0.9758
